(1) Time [s]; (2) Range [m]; (3) alt [m]; (4) TAS [m/s]; (5) CAS [m/s]; (6) m [kg]; (7) Fuel consumed [kg]; (8) Thrust [kN]; (9) Fuelflow [kg/s]; (10) TAS [kts]; (11) Mach [-]; (12) FL [100 ft]; (13) ROC [fpm]; (14) CA [-]; (15) SAR [m/kg]; (16) bleed [kg/s]; (17) shaftPowerOfftake [kW]; (18) CO2 [kg/s]; (19) NOX [kg/s]
0; 0; 0; 0; 0; 76999.31879; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 
0.1956466009; 0.04878174151; 0; 0.4986720066; 0.4986720065; 76998.79206; -0.5267297864; 255.9036613; 2.692251151; 0.9693408335; 0.001465402176; 0; 0; 0.4; 0; 1.269; 82.33; 8.477996028; 0.115573887; 
0.3912932017; 0.1951269661; 0; 0.9973440131; 0.9973440131; 76998.26532; -1.053471647; 255.5680604; 2.692312866; 1.938681667; 0.002930804353; 0; 0; 0.4; 0; 1.269; 82.33; 8.478190404; 0.1155807041; 
0.5869398026; 0.4390356736; 0; 1.49601602; 1.49601602; 76997.73857; -1.58022559; 255.2324604; 2.692374621; 2.9080225; 0.004396206529; 0; 0; 0.4; 0; 1.269; 82.33; 8.478384961; 0.1155875244; 
0.7825864034; 0.7805078642; 0; 1.994688026; 1.994688026; 76997.2118; -2.106991626; 254.8968613; 2.692436434; 3.877363334; 0.005861608706; 0; 0; 0.4; 0; 1.269; 82.33; 8.478579699; 0.115594348; 
0.9782330043; 1.219543538; 0; 2.493360033; 2.493360033; 76996.68502; -2.63376976; 254.5612584; 2.692498268; 4.846704167; 0.007327010882; 0; 0; 0.4; 0; 1.269; 82.33; 8.478774394; 0.1156011676; 
1.173879605; 1.756142694; 0; 2.992032039; 2.992032039; 76996.15823; -3.16056; 254.2256587; 2.692560142; 5.816045001; 0.008792413058; 0; 0; 0.4; 0; 1.269; 82.33; 8.478969383; 0.1156079942; 
1.369526206; 2.390305334; 0; 3.490704046; 3.490704046; 76995.63143; -3.687362356; 253.8900576; 2.692622074; 6.785385834; 0.01025781523; 0; 0; 0.4; 0; 1.269; 82.33; 8.479164441; 0.1156148204; 
1.565172807; 3.122031457; 0; 3.989376052; 3.989376052; 76995.10462; -4.214176833; 253.554455; 2.692684028; 7.754726668; 0.01172321741; 0; 0; 0.4; 0; 1.269; 82.33; 8.479359567; 0.1156216462; 
1.760819408; 3.951321063; 0; 4.488048059; 4.488048059; 76994.57779; -4.741003439; 253.2188534; 2.692746021; 8.724067501; 0.01318861959; 0; 0; 0.4; 0; 1.269; 82.33; 8.479554875; 0.1156284753; 
1.956466009; 4.878174151; 0; 4.986720066; 4.986720066; 76994.05095; -5.267842182; 252.8832502; 2.692808055; 9.693408335; 0.01465402176; 0; 0; 0.4; 0; 1.269; 82.33; 8.479750252; 0.115635304; 
2.152112609; 5.902590723; 0; 5.485392072; 5.485392072; 76993.5241; -5.794693069; 252.547648; 2.692870127; 10.66274917; 0.01611942394; 0; 0; 0.4; 0; 1.269; 82.33; 8.47994581; 0.1156421361; 
2.34775921; 7.024570778; 0; 5.984064079; 5.984064079; 76992.99724; -6.321556108; 252.2120443; 2.69293224; 11.63209; 0.01758482612; 0; 0; 0.4; 0; 1.269; 82.33; 8.480141437; 0.1156489677; 
2.543405811; 8.244114316; 0; 6.482736085; 6.482736085; 76992.47036; -6.848431307; 251.8764415; 2.692994392; 12.60143084; 0.01905022829; 0; 0; 0.4; 0; 1.269; 82.33; 8.480337245; 0.1156558026; 
2.739052412; 9.561221337; 0; 6.981408092; 6.981408092; 76991.94347; -7.375318674; 251.5408373; 2.693056584; 13.57077167; 0.02051563047; 0; 0; 0.4; 0; 1.269; 82.33; 8.480533122; 0.1156626372; 
2.934699013; 10.97589184; 0; 7.480080098; 7.480080098; 76991.41658; -7.902218212; 251.2052316; 2.693118798; 14.5401125; 0.02198103265; 0; 0; 0.4; 0; 1.269; 82.33; 8.480729068; 0.1156694713; 
3.130345614; 12.48812583; 0; 7.978752105; 7.978752105; 76990.88966; -8.429129934; 250.8696291; 2.693181069; 15.50945334; 0.02344643482; 0; 0; 0.4; 0; 1.269; 82.33; 8.480925306; 0.1156763125; 
3.325992215; 14.0979233; 0; 8.477424111; 8.477424111; 76990.36274; -8.956053847; 250.5340229; 2.69324338; 16.47879417; 0.024911837; 0; 0; 0.4; 0; 1.269; 82.33; 8.481121502; 0.1156831495; 
3.521638815; 15.80528425; 0; 8.976096118; 8.976096118; 76989.8358; -9.482989954; 250.1984176; 2.693305713; 17.448135; 0.02637723917; 0; 0; 0.4; 0; 1.269; 82.33; 8.481317878; 0.1156899899; 
3.717285416; 17.61020869; 0; 9.474768125; 9.474768125; 76989.30886; -10.00993827; 249.8628131; 2.693368103; 18.41747584; 0.02784264135; 0; 0; 0.4; 0; 1.269; 82.33; 8.481514434; 0.1156968335; 
3.912932017; 19.51269661; 0; 9.973440131; 9.973440131; 76988.78189; -10.5368988; 249.5272072; 2.693430533; 19.38681667; 0.02930804353; 0; 0; 0.4; 0; 1.269; 82.33; 8.48171106; 0.1157036768; 
4.108578618; 21.51274801; 0; 10.47211214; 10.47211214; 76988.25492; -11.06387155; 249.1916021; 2.693493002; 20.3561575; 0.0307734457; 0; 0; 0.4; 0; 1.269; 82.33; 8.481907866; 0.1157105233; 
4.304225219; 23.61036289; 0; 10.97078414; 10.97078414; 76987.72794; -11.59085653; 248.8559956; 2.693555511; 21.32549834; 0.03223884788; 0; 0; 0.4; 0; 1.269; 82.33; 8.482104741; 0.1157173694; 
4.49987182; 25.80554126; 0; 11.46945615; 11.46945615; 76987.20094; -12.11785374; 248.5203877; 2.693618041; 22.29483917; 0.03370425006; 0; 0; 0.4; 0; 1.269; 82.33; 8.482301684; 0.1157242152; 
4.695518421; 28.09828311; 0; 11.96812816; 11.96812816; 76986.67393; -12.6448632; 248.1847807; 2.693680611; 23.26418; 0.03516965223; 0; 0; 0.4; 0; 1.269; 82.33; 8.482498807; 0.1157310642; 
4.891165022; 30.48858845; 0; 12.46680016; 12.46680016; 76986.14691; -13.1718849; 247.8491745; 2.693743239; 24.23352084; 0.03663505441; 0; 0; 0.4; 0; 1.269; 82.33; 8.482696112; 0.1157379165; 
5.086811622; 32.97645726; 0; 12.96547217; 12.96547217; 76985.61987; -13.69891887; 247.5135669; 2.693805906; 25.20286167; 0.03810045659; 0; 0; 0.4; 0; 1.269; 82.33; 8.482893484; 0.1157447684; 
5.282458223; 35.56188956; 0; 13.46414418; 13.46414418; 76985.09283; -14.22596511; 247.1779578; 2.693868595; 26.1722025; 0.03956585876; 0; 0; 0.4; 0; 1.269; 82.33; 8.483090925; 0.1157516198; 
5.478104824; 38.24488535; 0; 13.96281618; 13.96281618; 76984.56577; -14.75302361; 246.8423497; 2.693931323; 27.14154334; 0.04103126094; 0; 0; 0.4; 0; 1.269; 82.33; 8.483288547; 0.1157584746; 
5.673751425; 41.02544461; 0; 14.46148819; 14.46148819; 76984.0387; -15.2800944; 246.5067424; 2.693994109; 28.11088417; 0.04249666312; 0; 0; 0.4; 0; 1.269; 82.33; 8.483486349; 0.1157653326; 
5.869398026; 43.90356736; 0; 14.9601602; 14.9601602; 76983.51162; -15.80717748; 246.1711313; 2.694056916; 29.080225; 0.04396206529; 0; 0; 0.4; 0; 1.269; 82.33; 8.483684106; 0.1157721866; 
6.065044627; 46.87925359; 0; 15.4588322; 15.4588322; 76982.98452; -16.33427286; 245.8355234; 2.694119762; 30.04956584; 0.04542746747; 0; 0; 0.4; 0; 1.269; 82.33; 8.483882157; 0.1157790475; 
6.260691228; 49.95250331; 0; 15.95750421; 15.95750421; 76982.45741; -16.86138054; 245.4999141; 2.694182666; 31.01890667; 0.04689286964; 0; 0; 0.4; 0; 1.269; 82.33; 8.484080275; 0.115785908; 
6.456337828; 53.12331651; 0; 16.45617622; 16.45617622; 76981.93029; -17.38850053; 245.1643034; 2.694245592; 31.9882475; 0.04835827182; 0; 0; 0.4; 0; 1.269; 82.33; 8.484278462; 0.115792768; 
6.651984429; 56.39169319; 0; 16.95484822; 16.95484822; 76981.40316; -17.91563284; 244.8286935; 2.694308557; 32.95758834; 0.049823674; 0; 0; 0.4; 0; 1.269; 82.33; 8.484476829; 0.1157996314; 
6.84763103; 59.75763335; 0; 17.45352023; 17.45352023; 76980.87601; -18.44278808; 244.5218934; 2.694425771; 33.92692917; 0.05128907617; 0; 0; 0.4; 0; 1.269; 82.33; 8.485016674; 0.1158167731; 
7.043277631; 63.221137; 0; 17.95219224; 17.95219224; 76980.34881; -18.96997833; 244.2190394; 2.694604663; 34.89627001; 0.05275447835; 0; 0; 0.4; 0; 1.269; 82.33; 8.485603493; 0.1158353288; 
7.238924232; 66.78220413; 0; 18.45086424; 18.45086424; 76979.82159; -19.49720502; 243.9161834; 2.694790999; 35.86561084; 0.05421988053; 0; 0; 0.4; 0; 1.269; 82.33; 8.486190221; 0.1158538803; 
7.434570833; 70.44083475; 0; 18.94953625; 18.94953625; 76979.29433; -20.02446818; 243.6133323; 2.694977361; 36.83495167; 0.0556852827; 0; 0; 0.4; 0; 1.269; 82.33; 8.486777196; 0.1158724389; 
7.630217434; 74.19702884; 0; 19.44820826; 19.44820826; 76978.76703; -20.55176782; 243.3104838; 2.695163782; 37.80429251; 0.05715068488; 0; 0; 0.4; 0; 1.269; 82.33; 8.487364305; 0.1158910009; 
7.825864034; 78.05078642; 0; 19.94688026; 19.94688026; 76978.23969; -21.07910393; 243.0076355; 2.695350229; 38.77363334; 0.05861608706; 0; 0; 0.4; 0; 1.269; 82.33; 8.487951437; 0.1159095625; 
8.021510635; 82.00210748; 0; 20.44555227; 20.44555227; 76977.71232; -21.60647652; 242.7047898; 2.6955367; 39.74297417; 0.06008148923; 0; 0; 0.4; 0; 1.269; 82.33; 8.488538702; 0.1159281275; 
8.217157236; 86.05099203; 0; 20.94422428; 20.94422428; 76977.18491; -22.1338856; 242.4019467; 2.695723214; 40.71231501; 0.06154689141; 0; 0; 0.4; 0; 1.269; 82.33; 8.489126102; 0.1159466958; 
8.412803837; 90.19744006; 0; 21.44289628; 21.44289628; 76976.65746; -22.66133119; 242.0991062; 2.695909771; 41.68165584; 0.06301229358; 0; 0; 0.4; 0; 1.269; 82.33; 8.489713636; 0.1159652675; 
8.608450438; 94.44145157; 0; 21.94156829; 21.94156829; 76976.12998; -23.18881327; 241.7962659; 2.696096353; 42.65099667; 0.06447769576; 0; 0; 0.4; 0; 1.269; 82.33; 8.490301192; 0.1159838388; 
8.804097039; 98.78302656; 0; 22.44024029; 22.44024029; 76975.60246; -23.71633187; 241.4934282; 2.696282959; 43.62033751; 0.06594309794; 0; 0; 0.4; 0; 1.269; 82.33; 8.490888881; 0.1160024134; 
8.99974364; 103.222165; 0; 22.9389123; 22.9389123; 76975.07491; -24.24388698; 241.190593; 2.696469607; 44.58967834; 0.06740850011; 0; 0; 0.4; 0; 1.269; 82.33; 8.491476705; 0.1160209913; 
9.19539024; 107.758867; 0; 23.43758431; 23.43758431; 76974.54731; -24.77147862; 240.8877604; 2.696656298; 45.55901917; 0.06887390229; 0; 0; 0.4; 0; 1.269; 82.33; 8.492064663; 0.1160395726; 
9.391036841; 112.3931324; 0; 23.93625631; 23.93625631; 76974.01969; -25.29910679; 240.5849303; 2.696843032; 46.52836001; 0.07033930447; 0; 0; 0.4; 0; 1.269; 82.33; 8.492652754; 0.1160581573; 
9.586683442; 117.1249614; 0; 24.43492832; 24.43492832; 76973.49202; -25.8267715; 240.2821005; 2.697029791; 47.49770084; 0.07180470664; 0; 0; 0.4; 0; 1.269; 82.33; 8.493240867; 0.1160767415; 
9.782330043; 121.9543538; 0; 24.93360033; 24.93360033; 76972.96432; -26.35447276; 239.9792755; 2.697216591; 48.46704167; 0.07327010882; 0; 0; 0.4; 0; 1.269; 82.33; 8.493829226; 0.1160953328; 
9.977976644; 126.8813097; 0; 25.43227233; 25.43227233; 76972.43658; -26.88221058; 239.6764508; 2.697403435; 49.43638251; 0.074735511; 0; 0; 0.4; 0; 1.269; 82.33; 8.494417606; 0.1161139237; 
10.17362324; 131.9058291; 0; 25.93094434; 25.93094434; 76971.90881; -27.40998495; 239.3736263; 2.697590285; 50.40572334; 0.07620091317; 0; 0; 0.4; 0; 1.269; 82.33; 8.495006006; 0.1161325141; 
10.36926985; 137.0279119; 0; 26.42961635; 26.42961635; 76971.381; -27.93779588; 239.0708067; 2.697777177; 51.37506417; 0.07766631535; 0; 0; 0.4; 0; 1.269; 82.33; 8.495594654; 0.1161511117; 
10.56491645; 142.2475583; 0; 26.92828835; 26.92828835; 76970.85315; -28.46564339; 238.7679873; 2.697964112; 52.34440501; 0.07913171752; 0; 0; 0.4; 0; 1.269; 82.33; 8.496183321; 0.1161697088; 
10.76056305; 147.5647681; 0; 27.42696036; 27.42696036; 76970.32527; -28.99352748; 238.4651727; 2.698151089; 53.31374584; 0.0805971197; 0; 0; 0.4; 0; 1.269; 82.33; 8.496772236; 0.116188313; 
10.95620965; 152.9795414; 0; 27.92563237; 27.92563237; 76969.79735; -29.52144816; 238.1623583; 2.698338108; 54.28308667; 0.08206252188; 0; 0; 0.4; 0; 1.269; 82.33; 8.49736117; 0.1162069167; 
11.15185625; 158.4918782; 0; 28.42430437; 28.42430437; 76969.26939; -30.04940543; 237.8595442; 2.698525134; 55.25242751; 0.08352792405; 0; 0; 0.4; 0; 1.269; 82.33; 8.497950125; 0.1162255201; 
11.34750285; 164.1017785; 0; 28.92297638; 28.92297638; 76968.74139; -30.57739929; 237.5567349; 2.698712203; 56.22176834; 0.08499332623; 0; 0; 0.4; 0; 1.269; 82.33; 8.498539327; 0.1162441304; 
11.54314945; 169.8092422; 0; 29.42164839; 29.42164839; 76968.21336; -31.10542977; 237.2539281; 2.698899331; 57.19110918; 0.08645872841; 0; 0; 0.4; 0; 1.269; 82.33; 8.499128661; 0.1162627441; 
11.73879605; 175.6142694; 0; 29.92032039; 29.92032039; 76967.6853; -31.63349687; 236.9511216; 2.699086484; 58.16045001; 0.08792413058; 0; 0; 0.4; 0; 1.269; 82.33; 8.499718016; 0.1162813574; 
11.93444265; 181.5168602; 0; 30.4189924; 30.4189924; 76967.15719; -32.16160059; 236.6483176; 2.699273661; 59.12979084; 0.08938953276; 0; 0; 0.4; 0; 1.269; 82.33; 8.500307504; 0.116299974; 
12.13008925; 187.5170144; 0; 30.91766441; 30.91766441; 76966.62905; -32.68974093; 236.345516; 2.699460881; 60.09913168; 0.09085493494; 0; 0; 0.4; 0; 1.269; 82.33; 8.500897124; 0.1163185938; 
12.32573585; 193.6147321; 0; 31.41633641; 31.41633641; 76966.10088; -33.21791791; 236.0427147; 2.699648125; 61.06847251; 0.09232033711; 0; 0; 0.4; 0; 1.269; 82.33; 8.501486765; 0.1163372132; 
12.52138246; 199.8100132; 0; 31.91500842; 31.91500842; 76965.57266; -33.74613153; 235.7399182; 2.699835411; 62.03781334; 0.09378573929; 0; 0; 0.4; 0; 1.269; 82.33; 8.502076652; 0.1163558397; 
12.71702906; 206.1028579; 0; 32.41368043; 32.41368043; 76965.04441; -34.2743818; 235.4371219; 2.700022739; 63.00715418; 0.09525114146; 0; 0; 0.4; 0; 1.269; 82.33; 8.502666558; 0.1163744657; 
12.91267566; 212.493266; 0; 32.91235243; 32.91235243; 76964.51612; -34.80266873; 235.1343281; 2.700210091; 63.97649501; 0.09671654364; 0; 0; 0.4; 0; 1.269; 82.33; 8.503256598; 0.116393095; 
13.10832226; 218.9812377; 0; 33.41102444; 33.41102444; 76963.9878; -35.33099232; 234.8315368; 2.700397486; 64.94583584; 0.09818194582; 0; 0; 0.4; 0; 1.269; 82.33; 8.50384677; 0.1164117276; 
13.30396886; 225.5667728; 0; 33.90969645; 33.90969645; 76963.45944; -35.85935258; 234.5287457; 2.700584905; 65.91517668; 0.09964734799; 0; 0; 0.4; 0; 1.269; 82.33; 8.504436961; 0.1164303597; 
13.49961546; 232.2498713; 0; 34.40836845; 34.40836845; 76962.93103; -36.38775924; 234.2493351; 2.7008221; 66.88451751; 0.1011127502; 0; 0; 0.4; 0; 1.269; 82.33; 8.505340627; 0.1164586494; 
13.69526206; 239.0305334; 0; 34.90704046; 34.90704046; 76962.40257; -36.91622513; 233.9773319; 2.701124815; 67.85385834; 0.1025781523; 0; 0; 0.4; 0; 1.269; 82.33; 8.506343456; 0.1164899957; 
13.89090866; 245.908759; 0; 35.40571247; 35.40571247; 76961.87404; -37.44475333; 233.7053328; 2.701443294; 68.82319918; 0.1040435545; 0; 0; 0.4; 0; 1.269; 82.33; 8.507346411; 0.1165213485; 
14.08655526; 252.884548; 0; 35.90438447; 35.90438447; 76961.34545; -37.97334383; 233.4333333; 2.701761778; 69.79254001; 0.1055089567; 0; 0; 0.4; 0; 1.269; 82.33; 8.508349267; 0.1165527003; 
14.28220186; 259.9579005; 0; 36.40305648; 36.40305648; 76960.8168; -38.50199665; 233.1613378; 2.702080266; 70.76188084; 0.1069743589; 0; 0; 0.4; 0; 1.269; 82.33; 8.509352249; 0.1165840584; 
14.47784846; 267.1288165; 0; 36.90172849; 36.90172849; 76960.28808; -39.03071179; 232.8893441; 2.702398777; 71.73122168; 0.1084397611; 0; 0; 0.4; 0; 1.269; 82.33; 8.510355245; 0.1166154192; 
14.67349506; 274.397296; 0; 37.40040049; 37.40040049; 76959.7593; -39.55948924; 232.61735; 2.702717273; 72.70056251; 0.1099051632; 0; 0; 0.4; 0; 1.269; 82.33; 8.511358141; 0.1166467789; 
14.86914167; 281.763339; 0; 37.8990725; 37.8990725; 76959.23046; -40.088329; 232.3453599; 2.703035774; 73.66990334; 0.1113705654; 0; 0; 0.4; 0; 1.269; 82.33; 8.512361164; 0.116678145; 
15.06478827; 289.2269454; 0; 38.3977445; 38.3977445; 76958.70156; -40.61723107; 232.0733694; 2.703354279; 74.63924418; 0.1128359676; 0; 0; 0.4; 0; 1.269; 82.33; 8.513364086; 0.1167095101; 
15.26043487; 296.7881154; 0; 38.89641651; 38.89641651; 76958.1726; -41.14619546; 231.8013829; 2.703672788; 75.60858501; 0.1143013698; 0; 0; 0.4; 0; 1.269; 82.33; 8.514367135; 0.1167408815; 
15.45608147; 304.4468488; 0; 39.39508852; 39.39508852; 76957.64357; -41.67522217; 231.5293981; 2.70399132; 76.57792584; 0.1157667719; 0; 0; 0.4; 0; 1.269; 82.33; 8.515370197; 0.1167722556; 
15.65172807; 312.2031457; 0; 39.89376052; 39.89376052; 76957.11453; -42.20426003; 231.2033746; 2.704048291; 77.54726668; 0.1172321741; 0; 0; 0.4; 0; 1.269; 82.33; 8.514725939; 0.1167283027; 
15.84737467; 320.0570061; 0; 40.39243253; 40.39243253; 76956.58548; -42.733309; 230.9313864; 2.704105073; 78.51660751; 0.1186975763; 0; 0; 0.4; 0; 1.269; 82.33; 8.51572781; 0.1167596288; 
16.04302127; 328.0084299; 0; 40.89110454; 40.89110454; 76956.05637; -43.26242021; 230.6594; 2.704423231; 79.48594835; 0.1201629785; 0; 0; 0.4; 0; 1.269; 82.33; 8.516729697; 0.1167909575; 
16.23866787; 336.0574173; 0; 41.38977654; 41.38977654; 76955.5272; -43.79159469; 230.3883337; 2.704746607; 80.45528918; 0.1216283806; 0; 0; 0.4; 0; 1.269; 82.33; 8.517764436; 0.1168236368; 
16.43431447; 344.2039681; 0; 41.88844855; 41.88844855; 76954.99796; -44.32083622; 230.1197491; 2.705089312; 81.42463001; 0.1230937828; 0; 0; 0.4; 0; 1.269; 82.33; 8.518888048; 0.1168599637; 
16.62996107; 352.4480824; 0; 42.38712056; 42.38712056; 76954.46865; -44.85014754; 229.8511407; 2.705446055; 82.39397085; 0.124559185; 0; 0; 0.4; 0; 1.269; 82.33; 8.520011208; 0.1168962656; 
16.82560767; 360.7897602; 0; 42.88579256; 42.88579256; 76953.93926; -45.37952863; 229.5825036; 2.705802618; 83.36331168; 0.1260245872; 0; 0; 0.4; 0; 1.269; 82.33; 8.52113368; 0.1169325346; 
17.02125427; 369.2290015; 0; 43.38446457; 43.38446457; 76953.40981; -45.90897943; 229.3138403; 2.706158979; 84.33265251; 0.1274899893; 0; 0; 0.4; 0; 1.269; 82.33; 8.522255572; 0.1169687745; 
17.21690088; 377.7658063; 0; 43.88313658; 43.88313658; 76952.88029; -46.43849992; 229.0451504; 2.706515155; 85.30199335; 0.1289553915; 0; 0; 0.4; 0; 1.269; 82.33; 8.523376876; 0.1170049849; 
17.41254748; 386.4001745; 0; 44.38180858; 44.38180858; 76952.3507; -46.96809006; 228.776434; 2.706871144; 86.27133418; 0.1304207937; 0; 0; 0.4; 0; 1.269; 82.33; 8.524497587; 0.1170411656; 
17.60819408; 395.1321063; 0; 44.88048059; 44.88048059; 76951.82104; -47.49774981; 228.507691; 2.707226943; 87.24067501; 0.1318861959; 0; 0; 0.4; 0; 1.269; 82.33; 8.525617697; 0.1170773163; 
17.80384068; 403.9616015; 0; 45.3791526; 45.3791526; 76951.29131; -48.02747913; 228.2389213; 2.70758255; 88.21001585; 0.1333515981; 0; 0; 0.4; 0; 1.269; 82.33; 8.5267372; 0.117113437; 
17.99948728; 412.8886602; 0; 45.8778246; 45.8778246; 76950.76152; -48.55727799; 227.9701248; 2.707937963; 89.17935668; 0.1348170002; 0; 0; 0.4; 0; 1.269; 82.33; 8.527856088; 0.1171495274; 
18.19513388; 421.9132823; 0; 46.37649661; 46.37649661; 76950.23165; -49.08714635; 227.7013037; 2.708293198; 90.14869751; 0.1362824024; 0; 0; 0.4; 0; 1.269; 82.33; 8.52897447; 0.1171855909; 
18.39078048; 431.035468; 0; 46.87516862; 46.87516862; 76949.70171; -49.61708417; 227.4324533; 2.708648234; 91.11803835; 0.1377478046; 0; 0; 0.4; 0; 1.269; 82.33; 8.530092109; 0.1172216199; 
18.58642708; 440.2552172; 0; 47.37384062; 47.37384062; 76949.1717; -50.14709141; 227.1635781; 2.709003071; 92.08737918; 0.1392132068; 0; 0; 0.4; 0; 1.269; 82.33; 8.531209229; 0.1172576216; 
18.78207368; 449.5725298; 0; 47.87251263; 47.87251263; 76948.64163; -50.67716804; 226.8946759; 2.709357722; 93.05672001; 0.1406786089; 0; 0; 0.4; 0; 1.269; 82.33; 8.532325707; 0.1172935922; 
18.97772028; 458.9874059; 0; 48.37118464; 48.37118464; 76948.11148; -51.20731402; 226.6257464; 2.70971217; 94.02606085; 0.1421440111; 0; 0; 0.4; 0; 1.269; 82.33; 8.533441537; 0.1173295313; 
19.17336688; 468.4998455; 0; 48.86985664; 48.86985664; 76947.58126; -51.7375293; 226.3567919; 2.710066428; 94.99540168; 0.1436094133; 0; 0; 0.4; 0; 1.269; 82.33; 8.534556827; 0.1173654425; 
19.36901349; 478.1098486; 0; 49.36852865; 49.36852865; 76947.05098; -52.26781386; 226.0878099; 2.710420496; 95.96474251; 0.1450748155; 0; 0; 0.4; 0; 1.269; 82.33; 8.535671456; 0.1174013218; 
19.56466009; 487.8174151; 0; 49.86720066; 49.86720066; 76946.52063; -52.79816764; 225.8188006; 2.710774352; 96.93408335; 0.1465402176; 0; 0; 0.4; 0; 1.269; 82.33; 8.536785416; 0.1174371691; 
19.76030669; 497.6225452; 0; 50.36587266; 50.36587266; 76945.9902; -53.32859063; 225.5497659; 2.711128014; 97.90342418; 0.1480056198; 0; 0; 0.4; 0; 1.269; 82.33; 8.537898816; 0.1174729878; 
19.95595329; 507.5252387; 0; 50.86454467; 50.86454467; 76945.45971; -53.85908276; 225.2807036; 2.711481478; 98.87276501; 0.149471022; 0; 0; 0.4; 0; 1.269; 82.33; 8.539011535; 0.1175087739; 
20.15159989; 517.5254957; 0; 51.36321668; 51.36321668; 76944.92914; -54.38965032; 225.0284967; 2.711866992; 99.84210585; 0.1509364242; 0; 0; 0.4; 0; 1.269; 82.33; 8.540326784; 0.1175506893; 
20.34724649; 527.6233162; 0; 51.86188868; 51.86188868; 76944.39849; -54.92030314; 224.7858044; 2.712302771; 100.8114467; 0.1524018263; 0; 0; 0.4; 0; 1.269; 82.33; 8.541756065; 0.1175960569; 
20.54289309; 537.8187002; 0; 52.36056069; 52.36056069; 76943.86775; -55.45104474; 224.5430953; 2.712756567; 101.7807875; 0.1538672285; 0; 0; 0.4; 0; 1.269; 82.33; 8.543184796; 0.1176414046; 
20.73853969; 548.1116476; 0; 52.85923269; 52.85923269; 76943.33692; -55.98187509; 224.3003692; 2.713210189; 102.7501283; 0.1553326307; 0; 0; 0.4; 0; 1.269; 82.33; 8.544612972; 0.1176867322; 
20.93418629; 558.5021586; 0; 53.3579047; 53.3579047; 76942.806; -56.51279415; 224.057624; 2.713663614; 103.7194692; 0.1567980329; 0; 0; 0.4; 0; 1.269; 82.33; 8.546040472; 0.1177320356; 
21.12983289; 568.990233; 0; 53.85657671; 53.85657671; 76942.27499; -57.04380189; 223.814864; 2.714116861; 104.68881; 0.158263435; 0; 0; 0.4; 0; 1.269; 82.33; 8.54746752; 0.1177773224; 
21.32547949; 579.5758709; 0; 54.35524871; 54.35524871; 76941.7439; -57.57489827; 223.5720845; 2.714569927; 105.6581508; 0.1597288372; 0; 0; 0.4; 0; 1.269; 82.33; 8.548893881; 0.1178225847; 
21.52112609; 590.2590723; 0; 54.85392072; 54.85392072; 76941.21271; -58.10608325; 223.3292901; 2.715022811; 106.6274917; 0.1611942394; 0; 0; 0.4; 0; 1.269; 82.33; 8.55031978; 0.1178678299; 
21.7167727; 601.0398372; 0; 55.35259273; 55.35259273; 76940.68144; -58.63735681; 223.0864762; 2.71547551; 107.5968325; 0.1626596416; 0; 0; 0.4; 0; 1.269; 82.33; 8.55174498; 0.1179130502; 
21.9124193; 611.9181655; 0; 55.85126473; 55.85126473; 76940.15007; -59.16871889; 222.8436449; 2.715928004; 108.5661733; 0.1641250438; 0; 0; 0.4; 0; 1.269; 82.33; 8.553169592; 0.1179582492; 
22.1080659; 622.8940574; 0; 56.34993674; 56.34993674; 76939.61862; -59.70016947; 222.6007983; 2.71638033; 109.5355142; 0.1655904459; 0; 0; 0.4; 0; 1.269; 82.33; 8.554593725; 0.1180034306; 
22.3037125; 633.9675127; 0; 56.84860875; 56.84860875; 76939.08708; -60.23170851; 222.3579342; 2.716832484; 110.504855; 0.1670558481; 0; 0; 0.4; 0; 1.269; 82.33; 8.556017258; 0.1180485904; 
22.4993591; 645.1385315; 0; 57.34728075; 57.34728075; 76938.55546; -60.76333597; 222.1150502; 2.717284428; 111.4741958; 0.1685212503; 0; 0; 0.4; 0; 1.269; 82.33; 8.55744007; 0.1180937245; 
22.6950057; 656.4071138; 0; 57.84595276; 57.84595276; 76938.02374; -61.29505181; 221.8721508; 2.717736179; 112.4435367; 0.1699866525; 0; 0; 0.4; 0; 1.269; 82.33; 8.558862386; 0.1181388404; 
22.8906523; 667.7732596; 0; 58.34462477; 58.34462477; 76937.49194; -61.82685601; 221.6292335; 2.718187754; 113.4128775; 0.1714520546; 0; 0; 0.4; 0; 1.269; 82.33; 8.560284087; 0.1181839341; 
23.0862989; 679.2369688; 0; 58.84329677; 58.84329677; 76936.96004; -62.35874851; 221.3862984; 2.718639132; 114.3822184; 0.1729174568; 0; 0; 0.4; 0; 1.269; 82.33; 8.561705166; 0.1182290054; 
23.2819455; 690.7982416; 0; 59.34196878; 59.34196878; 76936.42806; -62.89072929; 221.1433476; 2.71909033; 115.3515592; 0.174382859; 0; 0; 0.4; 0; 1.269; 82.33; 8.563125733; 0.1182740579; 
23.4775921; 702.4570778; 0; 59.84064079; 59.84064079; 76935.89599; -63.42279831; 220.9003787; 2.719541347; 116.3209; 0.1758482612; 0; 0; 0.4; 0; 1.269; 82.33; 8.564545667; 0.1183190877; 
