50	
0.00000000,0.00000000 
0.00010100,0.00265623 
0.00020000,0.00411083 
0.00040000,0.00567611 
0.00080100,0.00790702 
0.00139900,0.01038775 
0.00200000,0.01236411 
0.00300100,0.01484642 
0.00400000,0.01677535 
0.00500100,0.01838806 
0.00600000,0.01977942 
0.00800000,0.02210362 
0.01000000,0.02401831 
0.01200000,0.02567688 
0.01400000,0.02714729 
0.01999900,0.03076798 
0.02600100,0.03377205 
0.03200100,0.03644409 
0.04000000,0.03965370 
0.05000000,0.04324435 
0.06000000,0.04648400 
0.06999900,0.04947226 
0.08000100,0.05223916 
0.10000000,0.05718797 
0.12000000,0.06147272 
0.14000100,0.06515824 
0.16000000,0.06833464 
0.19000100,0.07235061 
0.22000000,0.07570252 
0.26000000,0.07952875 
0.30000000,0.08270832 
0.35000100,0.08579144 
0.40000100,0.08794014 
0.44999900,0.08904690 
0.49999900,0.08908010 
0.54999900,0.08794014 
0.59999900,0.08558432 
0.64999900,0.08188457 
0.70000000,0.07663694 
0.74000000,0.07116637 
0.78000000,0.06433607 
0.81999900,0.05601796 
0.85999900,0.04615197 
0.90000000,0.03476814 
0.92999900,0.02532904 
0.95000000,0.01870428 
0.96999900,0.01189137 
0.97999900,0.00844301 
0.99000000,0.00498043 
1.00000000,0.00150203 
0.00000000,0.00000000 
0.00010100,-0.00256136 
0.00020000,-0.00395272 
0.00040000,-0.00559705 
0.00080100,-0.00782481 
0.00139900,-0.01026126 
0.00200000,-0.01219019 
0.00300100,-0.01478318 
0.00400000,-0.01678958 
0.00500100,-0.01865526 
0.00600000,-0.02020473 
0.00800000,-0.02276767 
0.01000000,-0.02491637 
0.01200000,-0.02668877 
0.01400000,-0.02847382 
0.01999900,-0.03285344 
0.02600100,-0.03630179 
0.03200100,-0.03938491 
0.04000000,-0.04292497 
0.05000000,-0.04670535 
0.06000000,-0.04994500 
0.06999900,-0.05272930 
0.08000100,-0.05516260 
0.10000000,-0.05911690 
0.12000000,-0.06213520 
0.14000100,-0.06454003 
0.16000000,-0.06642153 
0.19000100,-0.06863347 
0.22000000,-0.07027938 
0.26000000,-0.07178142 
0.30000000,-0.07242966 
0.35000100,-0.07254034 
0.40000100,-0.07127389 
0.44999900,-0.06858604 
0.49999900,-0.06417638 
0.54999900,-0.05785203 
0.59999900,-0.04950230 
0.64999900,-0.03936752 
0.70000000,-0.02795206 
0.74000000,-0.01890982 
0.78000000,-0.00970630 
0.81999900,-0.00208546 
0.85999900,0.00338511 
0.90000000,0.00613462 
0.92999900,0.00623107 
0.95000000,0.00528084 
0.96999900,0.00354164 
0.97999900,0.00235740 
0.99000000,0.00096446 
1.00000000,0.00150203
