F_15_12
0.982282	0.00429237
0.972993	0.00612467
0.962804	0.00818597
0.951736	0.0104833
0.939812	0.0130285
0.927052	0.0158584
0.913486	0.0189696
0.899134	0.0222574
0.886635	0.0251353
0.877676	0.0272492
0.864698	0.0293872
0.851320	0.0329677
0.837666	0.0355528
0.823134	0.0381687
0.813777	0.0395613
0.802576	0.0412245
0.791255	0.0428251
0.779843	0.0443874
0.768365	0.045891
0.756849	0.0473549
0.745409	0.0487694
0.735302	0.0499942
0.719635	0.0517977
0.699358	0.0539001
0.678095	0.0558688
0.656511	0.0576633
0.634645	0.0592825
0.612542	0.0607163
0.593635	0.0617706
0.590243	0.0619601
0.567792	0.0630071
0.545233	0.0638564
0.522610	0.0645124
0.499970	0.0649807
0.477352	0.0652703
0.454803	0.0653835
0.432368	0.0653259
0.410088	0.0651042
0.388010	0.0647229
0.366171	0.0641888
0.344621	0.0635097
0.323398	0.0626947
0.302546	0.061746
0.282100	0.0606691
0.262105	0.0594753
0.242601	0.058166
0.236559	0.0577182
0.223621	0.0567541
0.208227	0.0554933
0.199159	0.0547332
0.185109	0.0533889
0.169839	0.0518515
0.154049	0.0500924
0.138253	0.0481585
0.123187	0.0461231
0.113912	0.044742
0.104981	0.0433515
0.092403	0.0412281
0.082233	0.0393677
0.0703545	0.0369615
0.059342	0.0344562
0.0492105	0.0318432
0.039984	0.0291537
0.0316795	0.0264387
0.024315	0.0237168
0.017902	0.0209016
0.0124545	0.0178919
0.007984	0.0146566
0.004496	0.0111302
0.001999	0.00730655
0.0005005	0.00347875
0	0
0.0005005	-0.00341994
0.001999	-0.00685091
0.004496	-0.0100243
0.007984	-0.0128802
0.0124545	-0.01558
0.017902	-0.0183227
0.024315	-0.0211373
0.0316795	-0.0239402
0.039984	-0.0266304
0.0492105	-0.0291831
0.059342	-0.0316227
0.0703545	-0.0339485
0.082233	-0.0361544
0.092403	-0.0378216
0.104981	-0.0397093
0.113912	-0.041031
0.123187	-0.0423433
0.138253	-0.0440498
0.154049	-0.0456388
0.169839	-0.0470612
0.185109	-0.0482811
0.199159	-0.0492801
0.208227	-0.0498308
0.223621	-0.0507846
0.236559	-0.051498
0.242601	-0.0518294
0.262105	-0.0527439
0.282100	-0.053519
0.302546	-0.0541514
0.323398	-0.0546366
0.344621	-0.0549689
0.366171	-0.0551304
0.388010	-0.0551076
0.410088	-0.0548768
0.432368	-0.0544224
0.454803	-0.0537263
0.477352	-0.0527773
0.499970	-0.0515756
0.522610	-0.0501154
0.545233	-0.0484022
0.567792	-0.046433
0.590243	-0.0442255
0.593635	-0.043855
0.612542	-0.0417889
0.634645	-0.0391162
0.656511	-0.03621
0.678095	-0.0330946
0.699358	-0.0298029
0.719635	-0.0264715
0.735302	-0.0237843
0.745409	-0.0220437
0.756849	-0.0200793
0.768365	-0.0180953
0.779843	-0.0160721
0.791255	-0.0138994
0.802576	-0.0118781
0.813777	-0.00989029
0.823134	-0.00825556
0.837666	-0.00545674
0.851320	-0.00304803
0.864698	-0.00093755
0.877676	0.00082756
0.886635	0.0013693
0.899134	0.0021178
0.913486	0.00273197
0.927052	0.00293017
0.939812	0.00271452
0.951736	0.00222032
0.962804	0.00151253
0.972993	0.00066411
0.982282	-0.00027499
