,time [s],altitude [m],ground_distance [m],mass [kg],true_airspeed [m/s],equivalent_airspeed [m/s],mach [-],engine_setting,CL [-],CD [-],drag [N],thrust [N],thrust_rate [-],thrust_is_regulated,sfc [kg/N/s],slope_angle [rad],acceleration [m/s**2],name
16,3.2000000000000006,118.92564421514257,230.19459889744846,44565.1630857828,79.71376273040993,79.2593976814894,0.23456365801607593,1,1.041425551671508,0.07669023108253853,32183.10877537461,223081.76413814898,1.0,False,1.0004189272661987e-05,0.43680408738638343,0.0,op_mission:main_route:initial_climb
17,3.2887938152145213,121.92,236.60811423579182,44564.964919991085,79.72525227832472,79.2593976814894,0.23460541161144008,1,1.041420920814025,0.07668985900192912,32182.952631488268,223017.25821382398,1.0,False,1.0004090591465462e-05,0.4366587873322868,4.28215989679217,op_mission:main_route:initial_climb
18,3.4887938152145215,121.92,252.55316469145677,44564.518703020156,80.58168425768315,80.11082531450762,0.2371256115643126,1,1.0193916521707553,0.07494661794350461,32130.749985313712,222520.8063405916,1.0,False,1.0080335710081069e-05,0.0,4.272234097804249,op_mission:main_route:initial_climb
19,3.6887938152145217,121.92,268.66950154299343,44564.07008613408,81.436131077244,80.96027938751367,0.23963996983944671,1,0.9981024377926493,0.07331212048163442,32100.085492148704,222026.07991873653,1.0,False,1.0156404096921255e-05,0.0,4.261863740441484,op_mission:main_route:initial_climb
20,3.888793815214522,121.92,284.95672775844224,44563.61908881654,82.2885038253323,81.80767150836573,0.24214822479878534,1,0.9775222570284404,0.07177796588835332,32089.697352589294,221533.12633780562,1.0,False,1.023228783649318e-05,0.0,4.251078185720291,op_mission:main_route:initial_climb
21,4.088793815214522,121.92,301.4144285235087,44563.16573067373,83.13871946247636,82.6529191228125,0.24465013208425018,1,0.9576215402678895,0.07033649366340833,32098.40991968822,221041.9893686732,1.0,False,1.0307979536085542e-05,0.0,4.2399047812469774,op_mission:main_route:initial_climb
22,4.288793815214522,121.92,318.042172416004,44562.710031413124,83.98670041872576,83.49594511416423,0.24714546343278002,1,0.9383721034921059,0.06898071270056509,32125.127388659726,220552.7094168091,1.0,False,1.0383472289919237e-05,0.0,4.2283690084225825,op_mission:main_route:initial_climb
23,4.488793815214522,121.92,334.83951249974916,44562.25201082379,84.83237422041027,84.33667743223245,0.24963400557800378,1,0.9197470844995187,0.06770423717709202,32168.827757047486,220065.32375688263,1.0,False,1.0458759645919008e-05,0.0,4.2164946231666365,op_mission:main_route:initial_climb
24,4.688793815214522,121.92,351.8059873438312,44561.791688758276,85.6756731450436,85.17504875025031,0.2521155592347349,1,0.9017208810075282,0.06650122858123904,32228.557069401682,219579.86674959047,1.0,False,1.0533835574990745e-05,0.0,4.204303789864275,op_mission:main_route:initial_climb
25,4.888793815214522,121.92,368.94112197283994,44561.32908511589,86.51653390301645,86.01099614842553,0.25458993816229786,1,0.8842690907777354,0.06536634726836608,32303.42590051649,219096.3700416196,1.0,False,1.0608694442683748e-05,0.0,4.191817164706037,op_mission:main_route:initial_climb
26,5.0887938152145225,121.92,386.24442875344323,44560.864219827236,87.35489733595766,86.84446081406412,0.2570569682769034,1,0.8673684540420341,0.06429470298829776,32392.603276399284,218614.8627546842,1.0,False,1.0683330982336869e-05,0.0,4.179054036286527,op_mission:main_route:initial_climb
27,5.288793815214523,121.92,403.71540822063474,44560.39711283994,88.19070814321496,87.67538776964936,0.25951648684677064,1,0.8509967980142289,0.06328180906471582,32495.31027786491,218135.37165715342,1.0,False,1.0757740270728084e-05,0.0,4.166032472942143,op_mission:main_route:initial_climb
28,5.488793815214523,121.92,421.3535498492777,44559.927784105515,89.02391463780339,88.50372563021625,0.2619683417739627,1,0.8351329834914193,0.062323552247347085,32610.819772603267,217657.92131763068,1.0,False,1.0831917706347406e-05,0.0,4.152769332158423,op_mission:main_route:initial_climb
29,5.688793815214523,121.92,439.1583327768384,44559.45625356714,89.85446850423507,89.32942636259644,0.26441239088175905,1,0.8197568540605265,0.0614161583575081,32738.452650093594,217182.5342564085,1.0,False,1.090585898783735e-05,0.0,4.139280348412005,op_mission:main_route:initial_climb
30,5.888793815214523,121.92,457.1292264776854,44558.9825411485,90.68232457391747,90.15244506212875,0.2668485012537255,1,0.8048491875288873,0.06055615050318096,32877.56846963437,216709.23108584582,1.0,False,1.0979560093997431e-05,0.0,4.125580346150184,op_mission:main_route:initial_climb
31,6.088793815214523,121.92,475.2656913924689,44558.50666674337,91.5074406431475,90.9727397717169,0.26927654869813045,1,0.7903916490957702,0.059740340629868535,33027.57249820289,216238.03062547251,1.0,False,1.1053017267580807e-05,0.0,4.111683084388695,op_mission:main_route:initial_climb
32,6.2887938152145235,121.92,493.5671795210984,44558.02865020609,92.32977726002524,91.79027126998828,0.2716964171209013,1,0.7763667475256013,0.05896578336814745,33187.90136228529,215768.95003402134,1.0,False,1.1126226996323968e-05,0.0,4.097601581637557,op_mission:main_route:initial_climb
33,6.488793815214524,121.92,512.0331349731034,44557.54851134273,93.14929757635275,92.60500292405821,0.2741079980898113,1,0.7627577925263943,0.05822977089282166,33358.02980184575,215302.0049035468,1.0,False,1.1199185999761809e-05,0.0,4.08334796640315,op_mission:main_route:initial_climb
34,6.688793815214524,121.92,530.662994488374,44557.06626990292,93.96596716963339,93.41690051256931,0.27651119031068105,1,0.7495488549284135,0.05752980598806611,33537.464673643066,214837.2093699023,1.0,False,1.127189121338086e-05,0.0,4.068933614211541,op_mission:main_route:initial_climb
35,6.888793815214524,121.92,549.4561879223007,44556.5819455724,94.7797538924757,94.22593207597535,0.2789058991842239,1,0.736724728557756,0.05686357655582302,33725.73846158315,214374.5762068869,1.0,False,1.1344339775212238e-05,0.0,4.054369295337182,op_mission:main_route:initial_climb
36,7.088793815214524,121.92,568.4121387007958,44556.095557966066,95.59062775154314,95.03206779619839,0.28129203644983397,1,0.7242708937347737,0.05622895268400944,33922.41509647293,213914.11690297426,1.0,False,1.1416529015054968e-05,0.0,4.03966504588217,op_mission:main_route:initial_climb
37,7.288793815214524,121.92,587.5302642511044,44555.607126621595,96.39856076071958,95.83527985065216,0.28366951975350035,1,0.7121734831771193,0.055623964022803986,34127.083702775664,213455.8417521283,1.0,False,1.1488456441403839e-05,0.0,4.024830310127347,op_mission:main_route:initial_climb
38,7.488793815214525,121.92,606.8099764032484,44555.11667099357,97.20352682274505,96.6355422945695,0.28603827229949974,1,0.70041924934154,0.055046785281214164,34339.35623011308,212999.75992787126,1.0,False,1.1560119730911835e-05,0.0,4.009873995326564,op_mission:main_route:initial_climb
39,7.688793815214525,121.92,626.2506817677973,44554.624210448084,98.00550162181035,97.43283095422458,0.28839822253433733,1,0.6889955334164392,0.054495723989622574,34558.865800380634,212545.8795506421,1.0,False,1.163151671882822e-05,0.0,3.994804510291962,op_mission:main_route:initial_climb
40,7.888793815214525,121.92,645.8517820921594,44554.129764257785,98.80446252386875,98.22712332782709,0.2907493038533966,1,0.677890235929744,0.05396921323806795,34785.26765747461,212094.2077503277,1.0,False,1.1702645390123641e-05,0.0,3.9796297454583858,op_mission:main_route:initial_climb
41,8.088793815214524,121.92,665.6126745969332,44553.633351597266,99.60038847296043,99.01839848245241,0.2930914542958562,1,0.6670917890441873,0.0534657989065242,35018.2361894583,211644.75073061336,1.0,False,1.1773503870260261e-05,0.0,3.9643571411403857,op_mission:main_route:initial_climb
42,8.288793815214524,121.92,685.5327522915253,44553.13499153889,100.39325990118851,99.8066369645438,0.29542461627977845,1,0.6565891302026604,0.052984130334632305,35257.4635728195,211197.51382519072,1.0,False,1.1844090417177226e-05,0.0,3.948993719202568,op_mission:main_route:initial_climb
43,8.488793815214523,121.92,705.611404271763,44552.63470304897,101.18305864502902,100.5918207167113,0.2977487363558372,1,0.6463716771554208,0.05252295202606853,35502.658643856674,210752.50155001265,1.0,False,1.1914403413840066e-05,0.0,3.933546109544958,op_mission:main_route:initial_climb
44,8.688793815214522,121.92,725.8480160007689,44552.13250498418,101.96976786693801,101.37393299979695,0.30006376497663284,1,0.636429304307004,0.05208109605260199,35753.54582956608,210309.71765220517,1.0,False,1.1984441361261618e-05,0.0,3.918020575179223,op_mission:main_route:initial_climb
45,8.888793815214521,121.92,746.2419695741565,44551.6284160884,102.75337198197386,102.15295831992583,0.3023696562807659,1,0.6267523203129894,0.05165747509592891,36009.86413476513,209869.16515582404,1.0,False,1.20542028719695e-05,0.0,3.90242303597314,op_mission:main_route:initial_climb
46,9.08879381521452,121.92,766.7926439705514,44551.12245498973,103.53385658916848,102.92888236027832,0.3046663678908848,1,0.6173314468599679,0.051251076071066874,36271.366182363825,209430.8464046286,1.0,False,1.212368666389631e-05,0.0,3.8867590911364545,op_mission:main_route:initial_climb
47,9.28879381521452,121.92,787.4994152883851,44550.61464019782,104.31120840739577,103.70169191733326,0.3069538607249676,1,0.6081577985652024,0.05086095428025132,36537.81730386665,208994.76310203946,1.0,False,1.2192891554670234e-05,0.0,3.8710340405172703,op_mission:main_route:initial_climb
48,9.48879381521452,121.92,808.3616569698643,44550.10499010142,105.08541521549922,104.47137484134542,0.3092320988201373,1,0.5992228639355667,0.050486228050939615,36808.99467734284,208560.91634843306,1.0,False,1.2261816456284814e-05,0.0,3.8552529047743382,op_mission:main_route:initial_climb
49,9.688793815214519,121.92,829.3787400129642,44549.59352296618,105.85646579645409,105.23791998083394,0.3115010491683488,1,0.590518487328341,0.05012607381583373,37084.68651031252,208129.30667592215,1.0,False,1.233046037012789e-05,0.0,3.839420444485825,op_mission:main_route:initial_climb
50,9.888793815214518,121.92,850.550033172255,44549.08025693261,106.62434988535125,106.00131713087012,0.313760681563323,1,0.5820368518593646,0.049779721770172355,37364.69139538305,207699.93408076005,1.0,False,1.2398822382350809e-05,0.0,3.8235411753280784,op_mission:main_route:initial_climb
51,10.088793815214517,121.92,871.8749031493253,44548.56521001431,107.38905812041686,106.7615569843833,0.31601096845641324,1,0.5737704632131077,0.04944645369469027,37648.81908499422,207272.79805382492,1.0,False,1.2466901659507863e-05,0.0,3.807619351356798,op_mission:main_route:initial_climb
