weight:propulsion:fuel_lines:mass	data:weight:propulsion:fuel_lines:mass
weight:propulsion:fuel_lines:mass:k	tuning:weight:propulsion:fuel_lines:mass:k
weight:propulsion:fuel_lines:mass:offset	tuning:weight:propulsion:fuel_lines:mass:offset
weight:propulsion:mass	data:weight:propulsion:mass
weight:propulsion:unconsumables:CG:x	data:weight:propulsion:unconsumables:CG:x
weight:propulsion:unconsumables:mass	data:weight:propulsion:unconsumables:mass
weight:propulsion:unconsumables:mass:k	tuning:weight:propulsion:unconsumables:mass:k
weight:propulsion:unconsumables:mass:offset	tuning:weight:propulsion:unconsumables:mass:offset
weight:systems:CG:x	data:weight:systems:CG:x
weight:systems:flight_kit:CG:x	data:weight:systems:flight_kit:CG:x
weight:systems:flight_kit:mass	data:weight:systems:flight_kit:mass
weight:systems:flight_kit:mass:k	tuning:weight:systems:flight_kit:mass:k
weight:systems:flight_kit:mass:offset	tuning:weight:systems:flight_kit:mass:offset
weight:systems:life_support:air_conditioning:CG:x	data:weight:systems:life_support:air_conditioning:CG:x
weight:systems:life_support:air_conditioning:mass	data:weight:systems:life_support:air_conditioning:mass
weight:systems:life_support:air_conditioning:mass:k	tuning:weight:systems:life_support:air_conditioning:mass:k
weight:systems:life_support:air_conditioning:mass:offset	tuning:weight:systems:life_support:air_conditioning:mass:offset
weight:systems:life_support:cabin_lighting:CG:x	data:weight:systems:life_support:cabin_lighting:CG:x
weight:systems:life_support:cabin_lighting:mass	data:weight:systems:life_support:cabin_lighting:mass
weight:systems:life_support:cabin_lighting:mass:k	tuning:weight:systems:life_support:cabin_lighting:mass:k
weight:systems:life_support:cabin_lighting:mass:offset	tuning:weight:systems:life_support:cabin_lighting:mass:offset
weight:systems:life_support:de-icing:CG:x	data:weight:systems:life_support:de-icing:CG:x
weight:systems:life_support:de-icing:mass	data:weight:systems:life_support:de-icing:mass
weight:systems:life_support:de-icing:mass:k	tuning:weight:systems:life_support:de-icing:mass:k
weight:systems:life_support:de-icing:mass:offset	tuning:weight:systems:life_support:de-icing:mass:offset
weight:systems:life_support:insulation:CG:x	data:weight:systems:life_support:insulation:CG:x
weight:systems:life_support:insulation:mass	data:weight:systems:life_support:insulation:mass
weight:systems:life_support:insulation:mass:k	tuning:weight:systems:life_support:insulation:mass:k
weight:systems:life_support:insulation:mass:offset	tuning:weight:systems:life_support:insulation:mass:offset
weight:systems:life_support:oxygen:CG:x	data:weight:systems:life_support:oxygen:CG:x
weight:systems:life_support:oxygen:mass	data:weight:systems:life_support:oxygen:mass
weight:systems:life_support:oxygen:mass:k	tuning:weight:systems:life_support:oxygen:mass:k
weight:systems:life_support:oxygen:mass:offset	tuning:weight:systems:life_support:oxygen:mass:offset
weight:systems:life_support:safety_equipment:CG:x	data:weight:systems:life_support:safety_equipment:CG:x
weight:systems:life_support:safety_equipment:mass	data:weight:systems:life_support:safety_equipment:mass
weight:systems:life_support:safety_equipment:mass:k	tuning:weight:systems:life_support:safety_equipment:mass:k
weight:systems:life_support:safety_equipment:mass:offset	tuning:weight:systems:life_support:safety_equipment:mass:offset
weight:systems:life_support:seats_crew_accommodation:CG:x	data:weight:systems:life_support:seats_crew_accommodation:CG:x
weight:systems:life_support:seats_crew_accommodation:mass	data:weight:systems:life_support:seats_crew_accommodation:mass
weight:systems:life_support:seats_crew_accommodation:mass:k	tuning:weight:systems:life_support:seats_crew_accommodation:mass:k
weight:systems:life_support:seats_crew_accommodation:mass:offset	tuning:weight:systems:life_support:seats_crew_accommodation:mass:offset
weight:systems:mass	data:weight:systems:mass
weight:systems:navigation:CG:x	data:weight:systems:navigation:CG:x
weight:systems:navigation:mass	data:weight:systems:navigation:mass
weight:systems:navigation:mass:k	tuning:weight:systems:navigation:mass:k
weight:systems:navigation:mass:offset	tuning:weight:systems:navigation:mass:offset
weight:systems:operational:cargo_hold:CG:x	data:weight:systems:operational:cargo_hold:CG:x
weight:systems:operational:cargo_hold:mass	data:weight:systems:operational:cargo_hold:mass
weight:systems:operational:mass:k	tuning:weight:systems:operational:mass:k
weight:systems:operational:mass:offset	tuning:weight:systems:operational:mass:offset
weight:systems:operational:radar:CG:x	data:weight:systems:operational:radar:CG:x
weight:systems:operational:radar:mass	data:weight:systems:operational:radar:mass
weight:systems:power:auxiliary_power_unit:CG:x	data:weight:systems:power:auxiliary_power_unit:CG:x
weight:systems:power:auxiliary_power_unit:mass	data:weight:systems:power:auxiliary_power_unit:mass
weight:systems:power:auxiliary_power_unit:mass:k	tuning:weight:systems:power:auxiliary_power_unit:mass:k
weight:systems:power:auxiliary_power_unit:mass:offset	tuning:weight:systems:power:auxiliary_power_unit:mass:offset
weight:systems:power:electric_systems:CG:x	data:weight:systems:power:electric_systems:CG:x
weight:systems:power:electric_systems:mass	data:weight:systems:power:electric_systems:mass
weight:systems:power:electric_systems:mass:k	tuning:weight:systems:power:electric_systems:mass:k
weight:systems:power:electric_systems:mass:offset	tuning:weight:systems:power:electric_systems:mass:offset
weight:systems:power:hydraulic_systems:CG:x	data:weight:systems:power:hydraulic_systems:CG:x
weight:systems:power:hydraulic_systems:mass	data:weight:systems:power:hydraulic_systems:mass
weight:systems:power:hydraulic_systems:mass:k	tuning:weight:systems:power:hydraulic_systems:mass:k
weight:systems:power:hydraulic_systems:mass:offset	tuning:weight:systems:power:hydraulic_systems:mass:offset
weight:systems:power:mass:k_elec	settings:weight:systems:power:mass:k_elec
weight:systems:transmission:CG:x	data:weight:systems:transmission:CG:x
weight:systems:transmission:mass	data:weight:systems:transmission:mass
weight:systems:transmission:mass:k	tuning:weight:systems:transmission:mass:k
weight:systems:transmission:mass:offset	tuning:weight:systems:transmission:mass:offset
