50	
0.00000000,0.00000000 
0.00010100,0.00201359 
0.00020000,0.00311627 
0.00040000,0.00430286 
0.00080100,0.00599403 
0.00139900,0.00787459 
0.00200000,0.00937279 
0.00300100,0.01125454 
0.00400000,0.01271680 
0.00500100,0.01393933 
0.00600000,0.01499407 
0.00800000,0.01675597 
0.01000000,0.01820743 
0.01200000,0.01946473 
0.01400000,0.02057940 
0.01999900,0.02332411 
0.02600100,0.02560139 
0.03200100,0.02762697 
0.04000000,0.03006006 
0.05000000,0.03278201 
0.06000000,0.03523787 
0.06999900,0.03750316 
0.08000100,0.03960066 
0.10000000,0.04335217 
0.12000000,0.04660029 
0.14000100,0.04939415 
0.16000000,0.05180207 
0.19000100,0.05484643 
0.22000000,0.05738739 
0.26000000,0.06028792 
0.30000000,0.06269824 
0.35000100,0.06503545 
0.40000100,0.06666430 
0.44999900,0.06750330 
0.49999900,0.06752847 
0.54999900,0.06666430 
0.59999900,0.06487843 
0.64999900,0.06207379 
0.70000000,0.05809574 
0.74000000,0.05394870 
0.78000000,0.04877089 
0.81999900,0.04246523 
0.85999900,0.03498617 
0.90000000,0.02635649 
0.92999900,0.01920104 
0.95000000,0.01417905 
0.96999900,0.00901442 
0.97999900,0.00640035 
0.99000000,0.00377549 
1.00000000,0.00113864 
0.00000000,0.00000000 
0.00010100,-0.00194168 
0.00020000,-0.00299642 
0.00040000,-0.00424293 
0.00080100,-0.00593171 
0.00139900,-0.00777870 
0.00200000,-0.00924095 
0.00300100,-0.01120660 
0.00400000,-0.01272758 
0.00500100,-0.01414189 
0.00600000,-0.01531649 
0.00800000,-0.01725937 
0.01000000,-0.01888822 
0.01200000,-0.02023181 
0.01400000,-0.02158499 
0.01999900,-0.02490502 
0.02600100,-0.02751910 
0.03200100,-0.02985631 
0.04000000,-0.03253990 
0.05000000,-0.03540567 
0.06000000,-0.03786153 
0.06999900,-0.03997221 
0.08000100,-0.04181681 
0.10000000,-0.04481442 
0.12000000,-0.04710249 
0.14000100,-0.04892551 
0.16000000,-0.05035180 
0.19000100,-0.05202860 
0.22000000,-0.05327631 
0.26000000,-0.05441494 
0.30000000,-0.05490636 
0.35000100,-0.05499026 
0.40000100,-0.05403020 
0.44999900,-0.05199264 
0.49999900,-0.04864984 
0.54999900,-0.04385557 
0.59999900,-0.03752594 
0.64999900,-0.02984312 
0.70000000,-0.02118947 
0.74000000,-0.01433486 
0.78000000,-0.00735800 
0.81999900,-0.00158091 
0.85999900,0.00256613 
0.90000000,0.00465044 
0.92999900,0.00472355 
0.95000000,0.00400321 
0.96999900,0.00268479 
0.97999900,0.00178706 
0.99000000,0.00073113 
1.00000000,0.00113864
